bin_number,bin_length,network
51620705,8,"MASTER, CARTE_BANCAIRE"
51620722,8,"MASTER, CARTE_BANCAIRE"
49784107,8,"VISA, CARTE_BANCAIRE"
49784113,8,"VISA, CARTE_BANCAIRE"
49785605,8,"VISA, CARTE_BANCAIRE"
49784838,8,"VISA, CARTE_BANCAIRE"
45330130,8,"VISA, CARTE_BANCAIRE"
45330166,8,"VISA, CARTE_BANCAIRE"
49786410,8,"VISA, CARTE_BANCAIRE"
45330410,8,"VISA, CARTE_BANCAIRE"
49787900,8,"VISA, CARTE_BANCAIRE"
45331431,8,"VISA, CARTE_BANCAIRE"
45330469,8,"VISA, CARTE_BANCAIRE"
51360508,8,"MASTER, CARTE_BANCAIRE"
45330567,8,"VISA, CARTE_BANCAIRE"
45330833,8,"VISA, CARTE_BANCAIRE"
45330739,8,"VISA, CARTE_BANCAIRE"
45330724,8,"VISA, CARTE_BANCAIRE"
45330710,8,"VISA, CARTE_BANCAIRE"
45331979,8,"VISA, CARTE_BANCAIRE"
45330778,8,"VISA, CARTE_BANCAIRE"
45330894,8,"VISA, CARTE_BANCAIRE"
49788605,8,"VISA, CARTE_BANCAIRE"
51361436,8,"MASTER, CARTE_BANCAIRE"
51361463,8,"MASTER, CARTE_BANCAIRE"
49788707,8,"VISA, CARTE_BANCAIRE"
45331869,8,"VISA, CARTE_BANCAIRE"
49788113,8,"VISA, CARTE_BANCAIRE"
49788107,8,"VISA, CARTE_BANCAIRE"
45331483,8,"VISA, CARTE_BANCAIRE"
45333266,8,"VISA, CARTE_BANCAIRE"
45335661,8,"VISA, CARTE_BANCAIRE"
51363692,8,"MASTER, CARTE_BANCAIRE"
49789202,8,"VISA, CARTE_BANCAIRE"
51363697,8,"MASTER, CARTE_BANCAIRE"
51366697,8,"MASTER, CARTE_BANCAIRE"
45335831,8,"VISA, CARTE_BANCAIRE"
51366673,8,"MASTER, CARTE_BANCAIRE"
45337002,8,"VISA, CARTE_BANCAIRE"
45337031,8,"VISA, CARTE_BANCAIRE"
51366676,8,"MASTER, CARTE_BANCAIRE"
49794647,8,"VISA, CARTE_BANCAIRE"
49794322,8,"VISA, CARTE_BANCAIRE"
49784300,8,"VISA, CARTE_BANCAIRE"
51620701,8,"MASTER, CARTE_BANCAIRE"
52931400,8,"MASTER, CARTE_BANCAIRE"
49785443,8,"VISA, CARTE_BANCAIRE"
49785439,8,"VISA, CARTE_BANCAIRE"
45331925,8,"VISA, CARTE_BANCAIRE"
45331848,8,"VISA, CARTE_BANCAIRE"
45333282,8,"VISA, CARTE_BANCAIRE"
45333279,8,"VISA, CARTE_BANCAIRE"
45333820,8,"VISA, CARTE_BANCAIRE"
45335213,8,"VISA, CARTE_BANCAIRE"
51363696,8,"MASTER, CARTE_BANCAIRE"
45333847,8,"VISA, CARTE_BANCAIRE"
51364045,8,"MASTER, CARTE_BANCAIRE"
45335417,8,"VISA, CARTE_BANCAIRE"
45335491,8,"VISA, CARTE_BANCAIRE"
51364083,8,"MASTER, CARTE_BANCAIRE"
51364028,8,"MASTER, CARTE_BANCAIRE"
49794317,8,"VISA, CARTE_BANCAIRE"
49787411,8,"VISA, CARTE_BANCAIRE"
45330883,8,"VISA, CARTE_BANCAIRE"
49788640,8,"VISA, CARTE_BANCAIRE"
49788633,8,"VISA, CARTE_BANCAIRE"
49786240,8,"VISA, CARTE_BANCAIRE"
51361433,8,"MASTER, CARTE_BANCAIRE"
45331466,8,"VISA, CARTE_BANCAIRE"
45331917,8,"VISA, CARTE_BANCAIRE"
45331933,8,"VISA, CARTE_BANCAIRE"
45331845,8,"VISA, CARTE_BANCAIRE"
45331810,8,"VISA, CARTE_BANCAIRE"
45333217,8,"VISA, CARTE_BANCAIRE"
49789210,8,"VISA, CARTE_BANCAIRE"
51363694,8,"MASTER, CARTE_BANCAIRE"
51363218,8,"MASTER, CARTE_BANCAIRE"
51363211,8,"MASTER, CARTE_BANCAIRE"
45335083,8,"VISA, CARTE_BANCAIRE"
45335413,8,"VISA, CARTE_BANCAIRE"
45335040,8,"VISA, CARTE_BANCAIRE"
49794917,8,"VISA, CARTE_BANCAIRE"
49794914,8,"VISA, CARTE_BANCAIRE"
49794091,8,"VISA, CARTE_BANCAIRE"
49794310,8,"VISA, CARTE_BANCAIRE"
51375711,8,"MASTER, CARTE_BANCAIRE"
51375712,8,"MASTER, CARTE_BANCAIRE"
49789223,8,"VISA, CARTE_BANCAIRE"
45333731,8,"VISA, CARTE_BANCAIRE"
51363204,8,"MASTER, CARTE_BANCAIRE"
45333824,8,"VISA, CARTE_BANCAIRE"
51363699,8,"MASTER, CARTE_BANCAIRE"
45333702,8,"VISA, CARTE_BANCAIRE"
45333879,8,"VISA, CARTE_BANCAIRE"
45333836,8,"VISA, CARTE_BANCAIRE"
51364726,8,"MASTER, CARTE_BANCAIRE"
45335091,8,"VISA, CARTE_BANCAIRE"
45335072,8,"VISA, CARTE_BANCAIRE"
51364047,8,"MASTER, CARTE_BANCAIRE"
45335469,8,"VISA, CARTE_BANCAIRE"
45335439,8,"VISA, CARTE_BANCAIRE"
45335881,8,"VISA, CARTE_BANCAIRE"
45337094,8,"VISA, CARTE_BANCAIRE"
45337095,8,"VISA, CARTE_BANCAIRE"
51374017,8,"MASTER, CARTE_BANCAIRE"
51373315,8,"MASTER, CARTE_BANCAIRE"
51377578,8,"MASTER, CARTE_BANCAIRE"
49789207,8,"VISA, CARTE_BANCAIRE"
51363691,8,"MASTER, CARTE_BANCAIRE"
51363209,8,"MASTER, CARTE_BANCAIRE"
49789238,8,"VISA, CARTE_BANCAIRE"
45333799,8,"VISA, CARTE_BANCAIRE"
45333848,8,"VISA, CARTE_BANCAIRE"
45333802,8,"VISA, CARTE_BANCAIRE"
45335266,8,"VISA, CARTE_BANCAIRE"
45333887,8,"VISA, CARTE_BANCAIRE"
45333769,8,"VISA, CARTE_BANCAIRE"
45333869,8,"VISA, CARTE_BANCAIRE"
51364722,8,"MASTER, CARTE_BANCAIRE"
51364812,8,"MASTER, CARTE_BANCAIRE"
45335479,8,"VISA, CARTE_BANCAIRE"
45335435,8,"VISA, CARTE_BANCAIRE"
45335461,8,"VISA, CARTE_BANCAIRE"
51364246,8,"MASTER, CARTE_BANCAIRE"
45335025,8,"VISA, CARTE_BANCAIRE"
51364048,8,"MASTER, CARTE_BANCAIRE"
51364088,8,"MASTER, CARTE_BANCAIRE"
51364080,8,"MASTER, CARTE_BANCAIRE"
45335022,8,"VISA, CARTE_BANCAIRE"
45335668,8,"VISA, CARTE_BANCAIRE"
45335631,8,"VISA, CARTE_BANCAIRE"
45335861,8,"VISA, CARTE_BANCAIRE"
45335868,8,"VISA, CARTE_BANCAIRE"
45337098,8,"VISA, CARTE_BANCAIRE"
45337023,8,"VISA, CARTE_BANCAIRE"
45337045,8,"VISA, CARTE_BANCAIRE"
45337036,8,"VISA, CARTE_BANCAIRE"
49794641,8,"VISA, CARTE_BANCAIRE"
49794313,8,"VISA, CARTE_BANCAIRE"
51369018,8,"MASTER, CARTE_BANCAIRE"
51372407,8,"MASTER, CARTE_BANCAIRE"
45335082,8,"VISA, CARTE_BANCAIRE"
49789243,8,"VISA, CARTE_BANCAIRE"
49789213,8,"VISA, CARTE_BANCAIRE"
45333817,8,"VISA, CARTE_BANCAIRE"
45333822,8,"VISA, CARTE_BANCAIRE"
45333782,8,"VISA, CARTE_BANCAIRE"
45335067,8,"VISA, CARTE_BANCAIRE"
51364026,8,"MASTER, CARTE_BANCAIRE"
45335699,8,"VISA, CARTE_BANCAIRE"
45335669,8,"VISA, CARTE_BANCAIRE"
45335612,8,"VISA, CARTE_BANCAIRE"
51366686,8,"MASTER, CARTE_BANCAIRE"
51366693,8,"MASTER, CARTE_BANCAIRE"
45335894,8,"VISA, CARTE_BANCAIRE"
45335639,8,"VISA, CARTE_BANCAIRE"
45337087,8,"VISA, CARTE_BANCAIRE"
45337024,8,"VISA, CARTE_BANCAIRE"
51373311,8,"MASTER, CARTE_BANCAIRE"
51374915,8,"MASTER, CARTE_BANCAIRE"
51373314,8,"MASTER, CARTE_BANCAIRE"
51375723,8,"MASTER, CARTE_BANCAIRE"
51377974,8,"MASTER, CARTE_BANCAIRE"
45335898,8,"VISA, CARTE_BANCAIRE"
45335624,8,"VISA, CARTE_BANCAIRE"
45335895,8,"VISA, CARTE_BANCAIRE"
45337079,8,"VISA, CARTE_BANCAIRE"
45337081,8,"VISA, CARTE_BANCAIRE"
49794316,8,"VISA, CARTE_BANCAIRE"
49794323,8,"VISA, CARTE_BANCAIRE"
49799215,8,"VISA, CARTE_BANCAIRE"
51374911,8,"MASTER, CARTE_BANCAIRE"
51377979,8,"MASTER, CARTE_BANCAIRE"
51377870,8,"MASTER, CARTE_BANCAIRE"
51377874,8,"MASTER, CARTE_BANCAIRE"
51377572,8,"MASTER, CARTE_BANCAIRE"
51369009,8,"MASTER, CARTE_BANCAIRE"
51369007,8,"MASTER, CARTE_BANCAIRE"
51375720,8,"MASTER, CARTE_BANCAIRE"
51377171,8,"MASTER, CARTE_BANCAIRE"
51377371,8,"MASTER, CARTE_BANCAIRE"
49799219,8,"VISA, CARTE_BANCAIRE"
51374912,8,"MASTER, CARTE_BANCAIRE"
51375721,8,"MASTER, CARTE_BANCAIRE"
51375724,8,"MASTER, CARTE_BANCAIRE"
51377379,8,"MASTER, CARTE_BANCAIRE"
51369013,8,"MASTER, CARTE_BANCAIRE"
51372403,8,"MASTER, CARTE_BANCAIRE"
45330420,8,"VISA, CARTE_BANCAIRE"
49785617,8,"VISA, CARTE_BANCAIRE"
45330199,8,"VISA, CARTE_BANCAIRE"
45330736,8,"VISA, CARTE_BANCAIRE"
45330866,8,"VISA, CARTE_BANCAIRE"
45330560,8,"VISA, CARTE_BANCAIRE"
49786216,8,"VISA, CARTE_BANCAIRE"
45330472,8,"VISA, CARTE_BANCAIRE"
45330729,8,"VISA, CARTE_BANCAIRE"
49788602,8,"VISA, CARTE_BANCAIRE"
49788623,8,"VISA, CARTE_BANCAIRE"
45331991,8,"VISA, CARTE_BANCAIRE"
45331971,8,"VISA, CARTE_BANCAIRE"
45333222,8,"VISA, CARTE_BANCAIRE"
45333278,8,"VISA, CARTE_BANCAIRE"
45333231,8,"VISA, CARTE_BANCAIRE"
45331960,8,"VISA, CARTE_BANCAIRE"
51361474,8,"MASTER, CARTE_BANCAIRE"
51361461,8,"MASTER, CARTE_BANCAIRE"
45333720,8,"VISA, CARTE_BANCAIRE"
45335220,8,"VISA, CARTE_BANCAIRE"
45333778,8,"VISA, CARTE_BANCAIRE"
45333845,8,"VISA, CARTE_BANCAIRE"
51364725,8,"MASTER, CARTE_BANCAIRE"
45335071,8,"VISA, CARTE_BANCAIRE"
51364721,8,"MASTER, CARTE_BANCAIRE"
45335602,8,"VISA, CARTE_BANCAIRE"
45335825,8,"VISA, CARTE_BANCAIRE"
45335883,8,"VISA, CARTE_BANCAIRE"
45337066,8,"VISA, CARTE_BANCAIRE"
49794095,8,"VISA, CARTE_BANCAIRE"
45330117,8,"VISA, CARTE_BANCAIRE"
51360506,8,"MASTER, CARTE_BANCAIRE"
49788639,8,"VISA, CARTE_BANCAIRE"
45330735,8,"VISA, CARTE_BANCAIRE"
45330810,8,"VISA, CARTE_BANCAIRE"
49788603,8,"VISA, CARTE_BANCAIRE"
49788723,8,"VISA, CARTE_BANCAIRE"
51361478,8,"MASTER, CARTE_BANCAIRE"
45333287,8,"VISA, CARTE_BANCAIRE"
45331902,8,"VISA, CARTE_BANCAIRE"
45331882,8,"VISA, CARTE_BANCAIRE"
45335231,8,"VISA, CARTE_BANCAIRE"
45333860,8,"VISA, CARTE_BANCAIRE"
45335095,8,"VISA, CARTE_BANCAIRE"
45335869,8,"VISA, CARTE_BANCAIRE"
45337082,8,"VISA, CARTE_BANCAIRE"
45337068,8,"VISA, CARTE_BANCAIRE"
45337072,8,"VISA, CARTE_BANCAIRE"
49794648,8,"VISA, CARTE_BANCAIRE"
51374010,8,"MASTER, CARTE_BANCAIRE"
51374022,8,"MASTER, CARTE_BANCAIRE"
51372404,8,"MASTER, CARTE_BANCAIRE"
45330198,8,"VISA, CARTE_BANCAIRE"
45331440,8,"VISA, CARTE_BANCAIRE"
45331448,8,"VISA, CARTE_BANCAIRE"
51360500,8,"MASTER, CARTE_BANCAIRE"
45330439,8,"VISA, CARTE_BANCAIRE"
45330487,8,"VISA, CARTE_BANCAIRE"
45330569,8,"VISA, CARTE_BANCAIRE"
45330879,8,"VISA, CARTE_BANCAIRE"
45330794,8,"VISA, CARTE_BANCAIRE"
45330795,8,"VISA, CARTE_BANCAIRE"
45331899,8,"VISA, CARTE_BANCAIRE"
45331839,8,"VISA, CARTE_BANCAIRE"
45331479,8,"VISA, CARTE_BANCAIRE"
45331820,8,"VISA, CARTE_BANCAIRE"
45331461,8,"VISA, CARTE_BANCAIRE"
45331898,8,"VISA, CARTE_BANCAIRE"
45331879,8,"VISA, CARTE_BANCAIRE"
45331936,8,"VISA, CARTE_BANCAIRE"
45331931,8,"VISA, CARTE_BANCAIRE"
45333245,8,"VISA, CARTE_BANCAIRE"
45333210,8,"VISA, CARTE_BANCAIRE"
45333298,8,"VISA, CARTE_BANCAIRE"
45335217,8,"VISA, CARTE_BANCAIRE"
45333844,8,"VISA, CARTE_BANCAIRE"
45335471,8,"VISA, CARTE_BANCAIRE"
45335678,8,"VISA, CARTE_BANCAIRE"
45335645,8,"VISA, CARTE_BANCAIRE"
45335848,8,"VISA, CARTE_BANCAIRE"
45335882,8,"VISA, CARTE_BANCAIRE"
45337044,8,"VISA, CARTE_BANCAIRE"
45337020,8,"VISA, CARTE_BANCAIRE"
49794321,8,"VISA, CARTE_BANCAIRE"
49794097,8,"VISA, CARTE_BANCAIRE"
45330891,8,"VISA, CARTE_BANCAIRE"
49788622,8,"VISA, CARTE_BANCAIRE"
45331433,8,"VISA, CARTE_BANCAIRE"
45330813,8,"VISA, CARTE_BANCAIRE"
51361471,8,"MASTER, CARTE_BANCAIRE"
51361467,8,"MASTER, CARTE_BANCAIRE"
49788702,8,"VISA, CARTE_BANCAIRE"
49788124,8,"VISA, CARTE_BANCAIRE"
45333268,8,"VISA, CARTE_BANCAIRE"
45333295,8,"VISA, CARTE_BANCAIRE"
45335020,8,"VISA, CARTE_BANCAIRE"
51364242,8,"MASTER, CARTE_BANCAIRE"
45335287,8,"VISA, CARTE_BANCAIRE"
51363200,8,"MASTER, CARTE_BANCAIRE"
45335694,8,"VISA, CARTE_BANCAIRE"
45335679,8,"VISA, CARTE_BANCAIRE"
45335635,8,"VISA, CARTE_BANCAIRE"
45335617,8,"VISA, CARTE_BANCAIRE"
45335687,8,"VISA, CARTE_BANCAIRE"
45335810,8,"VISA, CARTE_BANCAIRE"
45335879,8,"VISA, CARTE_BANCAIRE"
45337091,8,"VISA, CARTE_BANCAIRE"
51366671,8,"MASTER, CARTE_BANCAIRE"
49794919,8,"VISA, CARTE_BANCAIRE"
49794093,8,"VISA, CARTE_BANCAIRE"
49794910,8,"VISA, CARTE_BANCAIRE"
49794311,8,"VISA, CARTE_BANCAIRE"
45333771,8,"VISA, CARTE_BANCAIRE"
45335282,8,"VISA, CARTE_BANCAIRE"
45335078,8,"VISA, CARTE_BANCAIRE"
45335487,8,"VISA, CARTE_BANCAIRE"
51364815,8,"MASTER, CARTE_BANCAIRE"
45335424,8,"VISA, CARTE_BANCAIRE"
45335412,8,"VISA, CARTE_BANCAIRE"
45335629,8,"VISA, CARTE_BANCAIRE"
45335836,8,"VISA, CARTE_BANCAIRE"
51369011,8,"MASTER, CARTE_BANCAIRE"
49799214,8,"VISA, CARTE_BANCAIRE"
51372410,8,"MASTER, CARTE_BANCAIRE"
51375719,8,"MASTER, CARTE_BANCAIRE"
49798802,8,"VISA, CARTE_BANCAIRE"
51374514,8,"MASTER, CARTE_BANCAIRE"
51374524,8,"MASTER, CARTE_BANCAIRE"
51375713,8,"MASTER, CARTE_BANCAIRE"
51375718,8,"MASTER, CARTE_BANCAIRE"
51378078,8,"MASTER, CARTE_BANCAIRE"
51378172,8,"MASTER, CARTE_BANCAIRE"
51377772,8,"MASTER, CARTE_BANCAIRE"
51377872,8,"MASTER, CARTE_BANCAIRE"
49799211,8,"VISA, CARTE_BANCAIRE"
51372419,8,"MASTER, CARTE_BANCAIRE"
51374012,8,"MASTER, CARTE_BANCAIRE"
51374023,8,"MASTER, CARTE_BANCAIRE"
51374511,8,"MASTER, CARTE_BANCAIRE"
51374516,8,"MASTER, CARTE_BANCAIRE"
51377871,8,"MASTER, CARTE_BANCAIRE"
51377876,8,"MASTER, CARTE_BANCAIRE"
51377978,8,"MASTER, CARTE_BANCAIRE"
51377178,8,"MASTER, CARTE_BANCAIRE"
51373310,8,"MASTER, CARTE_BANCAIRE"
51374517,8,"MASTER, CARTE_BANCAIRE"
51374513,8,"MASTER, CARTE_BANCAIRE"
51374525,8,"MASTER, CARTE_BANCAIRE"
45950616,8,"VISA, CARTE_BANCAIRE"
45933005,8,"VISA, CARTE_BANCAIRE"
45932915,8,"VISA, CARTE_BANCAIRE"
45930213,8,"VISA, CARTE_BANCAIRE"
45937500,8,"VISA, CARTE_BANCAIRE"
45950640,8,"VISA, CARTE_BANCAIRE"
45930224,8,"VISA, CARTE_BANCAIRE"
45932910,8,"VISA, CARTE_BANCAIRE"
45933106,8,"VISA, CARTE_BANCAIRE"
46986107,8,"VISA, CARTE_BANCAIRE"
45933103,8,"VISA, CARTE_BANCAIRE"
46986108,8,"VISA, CARTE_BANCAIRE"
45950602,8,"VISA, CARTE_BANCAIRE"
45950638,8,"VISA, CARTE_BANCAIRE"
45950710,8,"VISA, CARTE_BANCAIRE"
45950708,8,"VISA, CARTE_BANCAIRE"
45950722,8,"VISA, CARTE_BANCAIRE"
45950610,8,"VISA, CARTE_BANCAIRE"
45958608,8,"VISA, CARTE_BANCAIRE"
45950613,8,"VISA, CARTE_BANCAIRE"
45950622,8,"VISA, CARTE_BANCAIRE"
49900238,8,"VISA, CARTE_BANCAIRE"
49900478,8,"VISA, CARTE_BANCAIRE"
49901246,8,"VISA, CARTE_BANCAIRE"
51736501,8,"MASTER, CARTE_BANCAIRE"
49902304,8,"VISA, CARTE_BANCAIRE"
49904138,8,"VISA, CARTE_BANCAIRE"
49904166,8,"VISA, CARTE_BANCAIRE"
49904057,8,"VISA, CARTE_BANCAIRE"
45958639,8,"VISA, CARTE_BANCAIRE"
49905038,8,"VISA, CARTE_BANCAIRE"
49900287,8,"VISA, CARTE_BANCAIRE"
49900202,8,"VISA, CARTE_BANCAIRE"
49900146,8,"VISA, CARTE_BANCAIRE"
49904235,8,"VISA, CARTE_BANCAIRE"
49901087,8,"VISA, CARTE_BANCAIRE"
49901102,8,"VISA, CARTE_BANCAIRE"
49901302,8,"VISA, CARTE_BANCAIRE"
49902308,8,"VISA, CARTE_BANCAIRE"
49903338,8,"VISA, CARTE_BANCAIRE"
45958623,8,"VISA, CARTE_BANCAIRE"
45958611,8,"VISA, CARTE_BANCAIRE"
51992004,8,"MASTER, CARTE_BANCAIRE"
49900201,8,"VISA, CARTE_BANCAIRE"
49900401,8,"VISA, CARTE_BANCAIRE"
49900408,8,"VISA, CARTE_BANCAIRE"
49900446,8,"VISA, CARTE_BANCAIRE"
49902235,8,"VISA, CARTE_BANCAIRE"
51992002,8,"MASTER, CARTE_BANCAIRE"
49900438,8,"VISA, CARTE_BANCAIRE"
49901301,8,"VISA, CARTE_BANCAIRE"
49900346,8,"VISA, CARTE_BANCAIRE"
51736508,8,"MASTER, CARTE_BANCAIRE"
49901309,8,"VISA, CARTE_BANCAIRE"
49901357,8,"VISA, CARTE_BANCAIRE"
49901368,8,"VISA, CARTE_BANCAIRE"
49902102,8,"VISA, CARTE_BANCAIRE"
49903335,8,"VISA, CARTE_BANCAIRE"
49904047,8,"VISA, CARTE_BANCAIRE"
49905201,8,"VISA, CARTE_BANCAIRE"
45958617,8,"VISA, CARTE_BANCAIRE"
51992001,8,"MASTER, CARTE_BANCAIRE"
51992007,8,"MASTER, CARTE_BANCAIRE"
53611501,8,"MASTER, CARTE_BANCAIRE"
45932911,8,"VISA, CARTE_BANCAIRE"
45930217,8,"VISA, CARTE_BANCAIRE"
45930215,8,"VISA, CARTE_BANCAIRE"
49901487,8,"VISA, CARTE_BANCAIRE"
45933000,8,"VISA, CARTE_BANCAIRE"
45933004,8,"VISA, CARTE_BANCAIRE"
49902166,8,"VISA, CARTE_BANCAIRE"
49902078,8,"VISA, CARTE_BANCAIRE"
49904208,8,"VISA, CARTE_BANCAIRE"
49904257,8,"VISA, CARTE_BANCAIRE"
49902338,8,"VISA, CARTE_BANCAIRE"
49904108,8,"VISA, CARTE_BANCAIRE"
49905278,8,"VISA, CARTE_BANCAIRE"
49905208,8,"VISA, CARTE_BANCAIRE"
49900166,8,"VISA, CARTE_BANCAIRE"
49900104,8,"VISA, CARTE_BANCAIRE"
49900147,8,"VISA, CARTE_BANCAIRE"
49900368,8,"VISA, CARTE_BANCAIRE"
49900302,8,"VISA, CARTE_BANCAIRE"
49901138,8,"VISA, CARTE_BANCAIRE"
49901038,8,"VISA, CARTE_BANCAIRE"
49901004,8,"VISA, CARTE_BANCAIRE"
49901501,8,"VISA, CARTE_BANCAIRE"
45933101,8,"VISA, CARTE_BANCAIRE"
45933001,8,"VISA, CARTE_BANCAIRE"
45930222,8,"VISA, CARTE_BANCAIRE"
49903301,8,"VISA, CARTE_BANCAIRE"
49905257,8,"VISA, CARTE_BANCAIRE"
45933006,8,"VISA, CARTE_BANCAIRE"
45937502,8,"VISA, CARTE_BANCAIRE"
49901168,8,"VISA, CARTE_BANCAIRE"
49901046,8,"VISA, CARTE_BANCAIRE"
49902209,8,"VISA, CARTE_BANCAIRE"
49902187,8,"VISA, CARTE_BANCAIRE"
49902202,8,"VISA, CARTE_BANCAIRE"
49902066,8,"VISA, CARTE_BANCAIRE"
49902147,8,"VISA, CARTE_BANCAIRE"
45933107,8,"VISA, CARTE_BANCAIRE"
49902004,8,"VISA, CARTE_BANCAIRE"
49903304,8,"VISA, CARTE_BANCAIRE"
49904147,8,"VISA, CARTE_BANCAIRE"
49904046,8,"VISA, CARTE_BANCAIRE"
49904001,8,"VISA, CARTE_BANCAIRE"
49905068,8,"VISA, CARTE_BANCAIRE"
49905109,8,"VISA, CARTE_BANCAIRE"
45933007,8,"VISA, CARTE_BANCAIRE"
49904238,8,"VISA, CARTE_BANCAIRE"
49904204,8,"VISA, CARTE_BANCAIRE"
49903368,8,"VISA, CARTE_BANCAIRE"
49904066,8,"VISA, CARTE_BANCAIRE"
49905135,8,"VISA, CARTE_BANCAIRE"
49905101,8,"VISA, CARTE_BANCAIRE"
49904038,8,"VISA, CARTE_BANCAIRE"
45950633,8,"VISA, CARTE_BANCAIRE"
45950607,8,"VISA, CARTE_BANCAIRE"
45950705,8,"VISA, CARTE_BANCAIRE"
45950716,8,"VISA, CARTE_BANCAIRE"
49901238,8,"VISA, CARTE_BANCAIRE"
49901187,8,"VISA, CARTE_BANCAIRE"
49900301,8,"VISA, CARTE_BANCAIRE"
49901108,8,"VISA, CARTE_BANCAIRE"
45950608,8,"VISA, CARTE_BANCAIRE"
45950723,8,"VISA, CARTE_BANCAIRE"
40220557,8,"VISA, CARTE_BANCAIRE"
45950617,8,"VISA, CARTE_BANCAIRE"
45950603,8,"VISA, CARTE_BANCAIRE"
49902178,8,"VISA, CARTE_BANCAIRE"
49903147,8,"VISA, CARTE_BANCAIRE"
51736608,8,"MASTER, CARTE_BANCAIRE"
49902002,8,"VISA, CARTE_BANCAIRE"
49903157,8,"VISA, CARTE_BANCAIRE"
49905004,8,"VISA, CARTE_BANCAIRE"
53103082,8,"MASTER, CARTE_BANCAIRE"
53102803,8,"MASTER, CARTE_BANCAIRE"
45950711,8,"VISA, CARTE_BANCAIRE"
45958622,8,"VISA, CARTE_BANCAIRE"
45958603,8,"VISA, CARTE_BANCAIRE"
53102805,8,"MASTER, CARTE_BANCAIRE"
49901002,8,"VISA, CARTE_BANCAIRE"
49902109,8,"VISA, CARTE_BANCAIRE"
49902378,8,"VISA, CARTE_BANCAIRE"
49903308,8,"VISA, CARTE_BANCAIRE"
49903347,8,"VISA, CARTE_BANCAIRE"
49903087,8,"VISA, CARTE_BANCAIRE"
49903035,8,"VISA, CARTE_BANCAIRE"
49903001,8,"VISA, CARTE_BANCAIRE"
49904266,8,"VISA, CARTE_BANCAIRE"
48651940,8,"VISA, CARTE_BANCAIRE"
48651901,8,"VISA, CARTE_BANCAIRE"
53102804,8,"MASTER, CARTE_BANCAIRE"
45958638,8,"VISA, CARTE_BANCAIRE"
45958616,8,"VISA, CARTE_BANCAIRE"
48651911,8,"VISA, CARTE_BANCAIRE"
40220556,8,"VISA, CARTE_BANCAIRE"
49900266,8,"VISA, CARTE_BANCAIRE"
49717511,8,CARTE_BANCAIRE
49718517,8,"VISA, CARTE_BANCAIRE"
49900235,8,"VISA, CARTE_BANCAIRE"
49900187,8,"VISA, CARTE_BANCAIRE"
49901209,8,"VISA, CARTE_BANCAIRE"
49901202,8,"VISA, CARTE_BANCAIRE"
49901278,8,"VISA, CARTE_BANCAIRE"
49901468,8,"VISA, CARTE_BANCAIRE"
49902201,8,"VISA, CARTE_BANCAIRE"
49902257,8,"VISA, CARTE_BANCAIRE"
49905266,8,"VISA, CARTE_BANCAIRE"
49905202,8,"VISA, CARTE_BANCAIRE"
49905166,8,"VISA, CARTE_BANCAIRE"
48651916,8,"VISA, CARTE_BANCAIRE"
48651920,8,"VISA, CARTE_BANCAIRE"
51992005,8,"MASTER, CARTE_BANCAIRE"
51992006,8,"MASTER, CARTE_BANCAIRE"
51992003,8,"MASTER, CARTE_BANCAIRE"
49901447,8,"VISA, CARTE_BANCAIRE"
50759308,8,CARTE_BANCAIRE
50759400,8,CARTE_BANCAIRE
53380105,8,"MASTER, CARTE_BANCAIRE"
49714006,8,"VISA, CARTE_BANCAIRE"
49902302,8,"VISA, CARTE_BANCAIRE"
49902046,8,"VISA, CARTE_BANCAIRE"
49718540,8,"VISA, CARTE_BANCAIRE"
53380111,8,"MASTER, CARTE_BANCAIRE"
49903168,8,"VISA, CARTE_BANCAIRE"
49903046,8,"VISA, CARTE_BANCAIRE"
49904178,8,"VISA, CARTE_BANCAIRE"
49904135,8,"VISA, CARTE_BANCAIRE"
49905287,8,"VISA, CARTE_BANCAIRE"
49905178,8,"VISA, CARTE_BANCAIRE"
49718010,8,"VISA, CARTE_BANCAIRE"
49718001,8,"VISA, CARTE_BANCAIRE"
49717507,8,CARTE_BANCAIRE
49718543,8,"VISA, CARTE_BANCAIRE"
49900109,8,"VISA, CARTE_BANCAIRE"
49901478,8,"VISA, CARTE_BANCAIRE"
49902204,8,"VISA, CARTE_BANCAIRE"
49902146,8,"VISA, CARTE_BANCAIRE"
49904102,8,"VISA, CARTE_BANCAIRE"
49904002,8,"VISA, CARTE_BANCAIRE"
49905108,8,"VISA, CARTE_BANCAIRE"
49717505,8,CARTE_BANCAIRE
49718507,8,"VISA, CARTE_BANCAIRE"
53380140,8,"MASTER, CARTE_BANCAIRE"
49718511,8,"VISA, CARTE_BANCAIRE"
49718043,8,"VISA, CARTE_BANCAIRE"
49718522,8,"VISA, CARTE_BANCAIRE"
49718533,8,"VISA, CARTE_BANCAIRE"
49714007,8,"VISA, CARTE_BANCAIRE"
53610727,8,"MASTER, CARTE_BANCAIRE"
49714004,8,"VISA, CARTE_BANCAIRE"
49717549,8,CARTE_BANCAIRE
49717504,8,CARTE_BANCAIRE
49730298,8,CARTE_BANCAIRE
49732928,8,"VISA, CARTE_BANCAIRE"
49718013,8,"VISA, CARTE_BANCAIRE"
49718505,8,"VISA, CARTE_BANCAIRE"
