bin_number,bin_length,cartes_bancaires_network,active_merchant_network,bin_to_store_in_active_merchant
677590,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,677590
671178,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,671178
585582,6,CARTE_BANCAIRE,unknown,585582
585581,6,CARTE_BANCAIRE,unknown,585581
585580,6,CARTE_BANCAIRE,unknown,585580
585579,6,CARTE_BANCAIRE,unknown,585579
585578,6,CARTE_BANCAIRE,unknown,585578
585577,6,CARTE_BANCAIRE,unknown,585577
585505,6,CARTE_BANCAIRE,unknown,585505
585504,6,CARTE_BANCAIRE,unknown,585504
585503,6,CARTE_BANCAIRE,unknown,585503
585502,6,CARTE_BANCAIRE,unknown,585502
585501,6,CARTE_BANCAIRE,unknown,585501
585405,6,CARTE_BANCAIRE,unknown,585405
585404,6,CARTE_BANCAIRE,unknown,585404
585403,6,CARTE_BANCAIRE,unknown,585403
585402,6,CARTE_BANCAIRE,unknown,585402
581799,6,CARTE_BANCAIRE,maestro,581799
581798,6,CARTE_BANCAIRE,maestro,581798
581797,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581797
581796,6,CARTE_BANCAIRE,maestro,581796
581795,6,CARTE_BANCAIRE,maestro,581795
581793,6,CARTE_BANCAIRE,maestro,581793
581792,6,CARTE_BANCAIRE,maestro,581792
581791,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581791
581790,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581790
581789,6,CARTE_BANCAIRE,maestro,581789
581788,6,CARTE_BANCAIRE,maestro,581788
581787,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581787
581786,6,"MASTER, CARTE_BANCAIRE",maestro,581786
581785,6,CARTE_BANCAIRE,maestro,581785
581784,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581784
581783,6,CARTE_BANCAIRE,maestro,581783
581782,6,CARTE_BANCAIRE,maestro,581782
581781,6,CARTE_BANCAIRE,maestro,581781
581780,6,CARTE_BANCAIRE,maestro,581780
581779,6,CARTE_BANCAIRE,maestro,581779
581778,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581778
581777,6,CARTE_BANCAIRE,maestro,581777
581776,6,CARTE_BANCAIRE,maestro,581776
581775,6,CARTE_BANCAIRE,maestro,581775
581774,6,CARTE_BANCAIRE,maestro,581774
581773,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581773
581772,6,CARTE_BANCAIRE,maestro,581772
581769,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581769
581766,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581766
581763,6,CARTE_BANCAIRE,maestro,581763
581762,6,"MASTER, CARTE_BANCAIRE",maestro,581762
581761,6,CARTE_BANCAIRE,maestro,581761
581760,6,CARTE_BANCAIRE,maestro,581760
581759,6,CARTE_BANCAIRE,maestro,581759
581758,6,CARTE_BANCAIRE,maestro,581758
581757,6,CARTE_BANCAIRE,maestro,581757
581756,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581756
581754,6,CARTE_BANCAIRE,maestro,581754
581753,6,CARTE_BANCAIRE,maestro,581753
581752,6,CARTE_BANCAIRE,unknown,581752
581751,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581751
581750,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581750
581748,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581748
581747,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581747
581746,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581746
581745,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581745
581741,6,"MASTER, CARTE_BANCAIRE",maestro,581741
581740,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581740
581739,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581739
581738,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581738
581737,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581737
581736,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581736
581735,6,CARTE_BANCAIRE,maestro,581735
581734,6,CARTE_BANCAIRE,maestro,581734
581733,6,CARTE_BANCAIRE,maestro,581733
581731,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581731
581729,6,CARTE_BANCAIRE,maestro,581729
581728,6,CARTE_BANCAIRE,maestro,581728
581727,6,CARTE_BANCAIRE,maestro,581727
581726,6,CARTE_BANCAIRE,maestro,581726
581725,6,CARTE_BANCAIRE,maestro,581725
581723,6,CARTE_BANCAIRE,maestro,581723
581722,6,CARTE_BANCAIRE,maestro,581722
581721,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581721
581720,6,CARTE_BANCAIRE,maestro,581720
581719,6,CARTE_BANCAIRE,maestro,581719
581715,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581715
581713,6,CARTE_BANCAIRE,maestro,581713
581712,6,CARTE_BANCAIRE,maestro,581712
581711,6,CARTE_BANCAIRE,maestro,581711
581710,6,CARTE_BANCAIRE,maestro,581710
581709,6,CARTE_BANCAIRE,maestro,581709
581708,6,CARTE_BANCAIRE,maestro,581708
581707,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,581707
581706,6,CARTE_BANCAIRE,maestro,581706
581705,6,CARTE_BANCAIRE,maestro,581705
581704,6,CARTE_BANCAIRE,maestro,581704
581703,6,CARTE_BANCAIRE,maestro,581703
581701,6,CARTE_BANCAIRE,maestro,581701
581700,6,CARTE_BANCAIRE,maestro,581700
561244,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,561244
561243,6,"MASTER, MAESTRO, CARTE_BANCAIRE",maestro,561243
560408,6,CARTE_BANCAIRE,unknown,560408
559810,6,"MASTER, CARTE_BANCAIRE",master,559810
559809,6,"MASTER, CARTE_BANCAIRE",master,559809
559618,6,"MASTER, CARTE_BANCAIRE",master,559618
558929,6,"MASTER, CARTE_BANCAIRE",master,558929
557008,6,"MASTER, CARTE_BANCAIRE",master,557008
554965,6,"MASTER, CARTE_BANCAIRE",master,554965
554260,6,"MASTER, CARTE_BANCAIRE",master,554260
554205,6,"MASTER, CARTE_BANCAIRE",master,554205
553993,6,"MASTER, CARTE_BANCAIRE",master,553993
553979,6,"MASTER, CARTE_BANCAIRE",master,553979
549859,6,"MASTER, CARTE_BANCAIRE",master,549859
549858,6,"MASTER, CARTE_BANCAIRE",master,549858
545157,6,"MASTER, CARTE_BANCAIRE",master,545157
542848,6,"MASTER, CARTE_BANCAIRE",master,542848
538011,6,"MASTER, CARTE_BANCAIRE",master,538011
535029,6,"MASTER, CARTE_BANCAIRE",master,535029
531195,6,"MASTER, CARTE_BANCAIRE",master,531195
530901,6,"MASTER, CARTE_BANCAIRE",master,530901
529498,6,"MASTER, CARTE_BANCAIRE",master,529498
529493,6,"MASTER, CARTE_BANCAIRE",master,529493
529484,6,"MASTER, CARTE_BANCAIRE",master,529484
529483,6,"MASTER, CARTE_BANCAIRE",master,529483
529473,6,"MASTER, CARTE_BANCAIRE",master,529473
529470,6,"MASTER, CARTE_BANCAIRE",master,529470
529469,6,"MASTER, CARTE_BANCAIRE",master,529469
529468,6,"MASTER, CARTE_BANCAIRE",master,529468
529467,6,"MASTER, CARTE_BANCAIRE",master,529467
529466,6,"MASTER, CARTE_BANCAIRE",master,529466
529465,6,"MASTER, CARTE_BANCAIRE",master,529465
529464,6,"MASTER, CARTE_BANCAIRE",master,529464
529457,6,"MASTER, CARTE_BANCAIRE",master,529457
529447,6,"MASTER, CARTE_BANCAIRE",master,529447
529440,6,"MASTER, CARTE_BANCAIRE",master,529440
529430,6,"MASTER, CARTE_BANCAIRE",master,529430
529331,6,"MASTER, CARTE_BANCAIRE",master,529331
529227,6,"MASTER, CARTE_BANCAIRE",master,529227
527429,6,CARTE_BANCAIRE,master,527429
521662,6,"MASTER, CARTE_BANCAIRE",master,521662
518101,6,"MASTER, CARTE_BANCAIRE",master,518101
517647,6,"MASTER, CARTE_BANCAIRE",master,517647
515214,6,"MASTER, CARTE_BANCAIRE",master,515214
513938,6,"MASTER, CARTE_BANCAIRE",master,513938
513900,6,"MASTER, CARTE_BANCAIRE",master,513900
513858,6,"MASTER, CARTE_BANCAIRE",master,513858
513854,6,"MASTER, CARTE_BANCAIRE",master,513854
513852,6,"MASTER, CARTE_BANCAIRE",master,513852
513799,6,"MASTER, CARTE_BANCAIRE",master,513799
513782,6,"MASTER, CARTE_BANCAIRE",master,513782
513761,6,"MASTER, CARTE_BANCAIRE",master,513761
513759,6,"MASTER, CARTE_BANCAIRE",master,513759
513758,6,"MASTER, CARTE_BANCAIRE",master,513758
513753,6,"MASTER, CARTE_BANCAIRE",master,513753
513752,6,"MASTER, CARTE_BANCAIRE",master,513752
513751,6,"MASTER, CARTE_BANCAIRE",master,513751
513750,6,"MASTER, CARTE_BANCAIRE",master,513750
513742,6,"MASTER, CARTE_BANCAIRE",master,513742
513738,6,"MASTER, CARTE_BANCAIRE",master,513738
513737,6,"MASTER, CARTE_BANCAIRE",master,513737
513736,6,"MASTER, CARTE_BANCAIRE",master,513736
513735,6,"MASTER, CARTE_BANCAIRE",master,513735
513734,6,"MASTER, CARTE_BANCAIRE",master,513734
513722,6,"MASTER, CARTE_BANCAIRE",master,513722
513720,6,"MASTER, CARTE_BANCAIRE",master,513720
513714,6,"MASTER, CARTE_BANCAIRE",master,513714
513712,6,"MASTER, CARTE_BANCAIRE",master,513712
513711,6,"MASTER, CARTE_BANCAIRE",master,513711
513706,6,"MASTER, CARTE_BANCAIRE",master,513706
513705,6,"MASTER, CARTE_BANCAIRE",master,513705
513699,6,"MASTER, CARTE_BANCAIRE",master,513699
513698,6,"MASTER, CARTE_BANCAIRE",master,513698
513697,6,"MASTER, CARTE_BANCAIRE",master,513697
513672,6,"MASTER, CARTE_BANCAIRE",master,513672
513664,6,"MASTER, CARTE_BANCAIRE",master,513664
513655,6,"MASTER, CARTE_BANCAIRE",master,513655
513650,6,"MASTER, CARTE_BANCAIRE",master,513650
513645,6,"MASTER, CARTE_BANCAIRE",master,513645
513633,6,"MASTER, CARTE_BANCAIRE",master,513633
513624,6,"MASTER, CARTE_BANCAIRE",master,513624
513613,6,"MASTER, CARTE_BANCAIRE",master,513613
513612,6,"MASTER, CARTE_BANCAIRE",master,513612
513608,6,"MASTER, CARTE_BANCAIRE",master,513608
513607,6,"MASTER, CARTE_BANCAIRE",master,513607
513606,6,"MASTER, CARTE_BANCAIRE",master,513606
513604,6,"MASTER, CARTE_BANCAIRE",master,513604
513601,6,"MASTER, CARTE_BANCAIRE",master,513601
513600,6,"MASTER, CARTE_BANCAIRE",master,513600
513570,6,"MASTER, CARTE_BANCAIRE",master,513570
513569,6,"MASTER, CARTE_BANCAIRE",master,513569
513564,6,"MASTER, CARTE_BANCAIRE",master,513564
513563,6,"MASTER, CARTE_BANCAIRE",master,513563
513561,6,"MASTER, CARTE_BANCAIRE",master,513561
513560,6,"MASTER, CARTE_BANCAIRE",master,513560
513559,6,"MASTER, CARTE_BANCAIRE",master,513559
513556,6,"MASTER, CARTE_BANCAIRE",master,513556
513554,6,"MASTER, CARTE_BANCAIRE",master,513554
513553,6,"MASTER, CARTE_BANCAIRE",master,513553
513552,6,"MASTER, CARTE_BANCAIRE",master,513552
513551,6,"MASTER, CARTE_BANCAIRE",master,513551
513549,6,"MASTER, CARTE_BANCAIRE",master,513549
513544,6,"MASTER, CARTE_BANCAIRE",master,513544
513543,6,"MASTER, CARTE_BANCAIRE",master,513543
513531,6,"MASTER, CARTE_BANCAIRE",master,513531
513528,6,"MASTER, CARTE_BANCAIRE",master,513528
513527,6,"MASTER, CARTE_BANCAIRE",master,513527
513525,6,"MASTER, CARTE_BANCAIRE",master,513525
513524,6,"MASTER, CARTE_BANCAIRE",master,513524
513523,6,"MASTER, CARTE_BANCAIRE",master,513523
513520,6,"MASTER, CARTE_BANCAIRE",master,513520
513518,6,"MASTER, CARTE_BANCAIRE",master,513518
513517,6,"MASTER, CARTE_BANCAIRE",master,513517
513515,6,"MASTER, CARTE_BANCAIRE",master,513515
513514,6,"MASTER, CARTE_BANCAIRE",master,513514
513511,6,"MASTER, CARTE_BANCAIRE",master,513511
513508,6,"MASTER, CARTE_BANCAIRE",master,513508
513506,6,"MASTER, CARTE_BANCAIRE",master,513506
513505,6,"MASTER, CARTE_BANCAIRE",master,513505
513501,6,"MASTER, CARTE_BANCAIRE",master,513501
513500,6,"MASTER, CARTE_BANCAIRE",master,513500
513489,6,"MASTER, CARTE_BANCAIRE",master,513489
513453,6,"MASTER, CARTE_BANCAIRE",master,513453
513418,6,"MASTER, CARTE_BANCAIRE",master,513418
513415,6,"MASTER, CARTE_BANCAIRE",master,513415
513414,6,"MASTER, CARTE_BANCAIRE",master,513414
513413,6,"MASTER, CARTE_BANCAIRE",master,513413
513412,6,"MASTER, CARTE_BANCAIRE",master,513412
513411,6,"MASTER, CARTE_BANCAIRE",master,513411
513389,6,"MASTER, CARTE_BANCAIRE",master,513389
513387,6,"MASTER, CARTE_BANCAIRE",master,513387
513381,6,"MASTER, CARTE_BANCAIRE",master,513381
513380,6,"MASTER, CARTE_BANCAIRE",master,513380
513376,6,"MASTER, CARTE_BANCAIRE",master,513376
513375,6,"MASTER, CARTE_BANCAIRE",master,513375
513374,6,"MASTER, CARTE_BANCAIRE",master,513374
513356,6,"MASTER, CARTE_BANCAIRE",master,513356
513352,6,"MASTER, CARTE_BANCAIRE",master,513352
513351,6,"MASTER, CARTE_BANCAIRE",master,513351
513320,6,"MASTER, CARTE_BANCAIRE",master,513320
513311,6,"MASTER, CARTE_BANCAIRE",master,513311
513310,6,"MASTER, CARTE_BANCAIRE",master,513310
513309,6,"MASTER, CARTE_BANCAIRE",master,513309
513299,6,"MASTER, CARTE_BANCAIRE",master,513299
513291,6,"MASTER, CARTE_BANCAIRE",master,513291
513290,6,"MASTER, CARTE_BANCAIRE",master,513290
513288,6,"MASTER, CARTE_BANCAIRE",master,513288
513287,6,"MASTER, CARTE_BANCAIRE",master,513287
513285,6,"MASTER, CARTE_BANCAIRE",master,513285
513284,6,"MASTER, CARTE_BANCAIRE",master,513284
513278,6,"MASTER, CARTE_BANCAIRE",master,513278
513273,6,"MASTER, CARTE_BANCAIRE",master,513273
513271,6,"MASTER, CARTE_BANCAIRE",master,513271
513270,6,"MASTER, CARTE_BANCAIRE",master,513270
513269,6,"MASTER, CARTE_BANCAIRE",master,513269
513268,6,"MASTER, CARTE_BANCAIRE",master,513268
513267,6,"MASTER, CARTE_BANCAIRE",master,513267
513265,6,"MASTER, CARTE_BANCAIRE",master,513265
513264,6,"MASTER, CARTE_BANCAIRE",master,513264
513247,6,"MASTER, CARTE_BANCAIRE",master,513247
513246,6,"MASTER, CARTE_BANCAIRE",master,513246
513245,6,"MASTER, CARTE_BANCAIRE",master,513245
513240,6,"MASTER, CARTE_BANCAIRE",master,513240
513235,6,"MASTER, CARTE_BANCAIRE",master,513235
513233,6,"MASTER, CARTE_BANCAIRE",master,513233
513231,6,"MASTER, CARTE_BANCAIRE",master,513231
513230,6,"MASTER, CARTE_BANCAIRE",master,513230
513226,6,"MASTER, CARTE_BANCAIRE",master,513226
513224,6,"MASTER, CARTE_BANCAIRE",master,513224
513221,6,"MASTER, CARTE_BANCAIRE",master,513221
513220,6,"MASTER, CARTE_BANCAIRE",master,513220
513219,6,"MASTER, CARTE_BANCAIRE",master,513219
513218,6,"MASTER, CARTE_BANCAIRE",master,513218
513217,6,"MASTER, CARTE_BANCAIRE",master,513217
513215,6,"MASTER, CARTE_BANCAIRE",master,513215
513214,6,"MASTER, CARTE_BANCAIRE",master,513214
513031,6,"MASTER, CARTE_BANCAIRE",master,513031
513030,6,"MASTER, CARTE_BANCAIRE",master,513030
513029,6,"MASTER, CARTE_BANCAIRE",master,513029
513028,6,"MASTER, CARTE_BANCAIRE",master,513028
513024,6,"MASTER, CARTE_BANCAIRE",master,513024
513023,6,"MASTER, CARTE_BANCAIRE",master,513023
507595,6,CARTE_BANCAIRE,unknown,507595
499092,6,"VISA, CARTE_BANCAIRE",visa,499092
499068,6,"VISA, CARTE_BANCAIRE",visa,499068
497999,6,"VISA, CARTE_BANCAIRE",visa,497999
497998,6,"VISA, CARTE_BANCAIRE",visa,497998
497995,6,"VISA, CARTE_BANCAIRE",visa,497995
497993,6,"VISA, CARTE_BANCAIRE",visa,497993
497987,6,"VISA, CARTE_BANCAIRE",visa,497987
497986,6,"VISA, CARTE_BANCAIRE",visa,497986
497983,6,"VISA, CARTE_BANCAIRE",visa,497983
497982,6,"VISA, CARTE_BANCAIRE",visa,497982
497974,6,"VISA, CARTE_BANCAIRE",visa,497974
497972,6,"VISA, CARTE_BANCAIRE",visa,497972
497971,6,"VISA, CARTE_BANCAIRE",visa,497971
497969,6,"VISA, CARTE_BANCAIRE",visa,497969
497968,6,"VISA, CARTE_BANCAIRE",visa,497968
497967,6,"VISA, CARTE_BANCAIRE",visa,497967
497961,6,"VISA, CARTE_BANCAIRE",visa,497961
497959,6,"VISA, CARTE_BANCAIRE",visa,497959
497958,6,"VISA, CARTE_BANCAIRE",visa,497958
497957,6,"VISA, CARTE_BANCAIRE",visa,497957
497955,6,"VISA, CARTE_BANCAIRE",visa,497955
497954,6,"VISA, CARTE_BANCAIRE",visa,497954
497953,6,"VISA, CARTE_BANCAIRE",visa,497953
497952,6,"VISA, CARTE_BANCAIRE",visa,497952
497951,6,"VISA, CARTE_BANCAIRE",visa,497951
497950,6,"VISA, CARTE_BANCAIRE",visa,497950
497948,6,"VISA, CARTE_BANCAIRE",visa,497948
497947,6,"VISA, CARTE_BANCAIRE",visa,497947
497946,6,"VISA, CARTE_BANCAIRE",visa,497946
497944,6,"VISA, CARTE_BANCAIRE",visa,497944
497941,6,"VISA, CARTE_BANCAIRE",visa,497941
497934,6,"VISA, CARTE_BANCAIRE",visa,497934
497933,6,"VISA, CARTE_BANCAIRE",visa,497933
497925,6,"VISA, CARTE_BANCAIRE",visa,497925
497920,6,"VISA, CARTE_BANCAIRE",visa,497920
497918,6,"VISA, CARTE_BANCAIRE",visa,497918
497916,6,"VISA, CARTE_BANCAIRE",visa,497916
497911,6,"VISA, CARTE_BANCAIRE",visa,497911
497909,6,"VISA, CARTE_BANCAIRE",visa,497909
497907,6,"VISA, CARTE_BANCAIRE",visa,497907
497906,6,"VISA, CARTE_BANCAIRE",visa,497906
497905,6,"VISA, CARTE_BANCAIRE",visa,497905
497904,6,"VISA, CARTE_BANCAIRE",visa,497904
497903,6,"VISA, CARTE_BANCAIRE",visa,497903
497901,6,"VISA, CARTE_BANCAIRE",visa,497901
497900,6,"VISA, CARTE_BANCAIRE",visa,497900
497898,6,"VISA, CARTE_BANCAIRE",visa,497898
497897,6,"VISA, CARTE_BANCAIRE",visa,497897
497896,6,"VISA, CARTE_BANCAIRE",visa,497896
497895,6,"VISA, CARTE_BANCAIRE",visa,497895
497894,6,"VISA, CARTE_BANCAIRE",visa,497894
497893,6,"VISA, CARTE_BANCAIRE",visa,497893
497891,6,"VISA, CARTE_BANCAIRE",visa,497891
497889,6,"VISA, CARTE_BANCAIRE",visa,497889
497885,6,"VISA, CARTE_BANCAIRE",visa,497885
497883,6,"VISA, CARTE_BANCAIRE",visa,497883
497880,6,"VISA, CARTE_BANCAIRE",visa,497880
497872,6,"VISA, CARTE_BANCAIRE",visa,497872
497869,6,"VISA, CARTE_BANCAIRE",visa,497869
497866,6,"VISA, CARTE_BANCAIRE",visa,497866
497863,6,"VISA, CARTE_BANCAIRE",visa,497863
497861,6,"VISA, CARTE_BANCAIRE",visa,497861
497846,6,"VISA, CARTE_BANCAIRE",visa,497846
497844,6,"VISA, CARTE_BANCAIRE",visa,497844
497835,6,"VISA, CARTE_BANCAIRE",visa,497835
497821,6,"VISA, CARTE_BANCAIRE",visa,497821
497820,6,"VISA, CARTE_BANCAIRE",visa,497820
497800,6,"VISA, CARTE_BANCAIRE",visa,497800
497785,6,"VISA, CARTE_BANCAIRE",visa,497785
497784,6,"VISA, CARTE_BANCAIRE",visa,497784
497781,6,"VISA, CARTE_BANCAIRE",visa,497781
497773,6,"VISA, CARTE_BANCAIRE",visa,497773
497770,6,"VISA, CARTE_BANCAIRE",visa,497770
497769,6,"VISA, CARTE_BANCAIRE",visa,497769
497768,6,"VISA, CARTE_BANCAIRE",visa,497768
497767,6,"VISA, CARTE_BANCAIRE",visa,497767
497766,6,"VISA, CARTE_BANCAIRE",visa,497766
497765,6,"VISA, CARTE_BANCAIRE",visa,497765
497764,6,"VISA, CARTE_BANCAIRE",visa,497764
497763,6,"VISA, CARTE_BANCAIRE",visa,497763
497760,6,"VISA, CARTE_BANCAIRE",visa,497760
497744,6,"VISA, CARTE_BANCAIRE",visa,497744
497743,6,"VISA, CARTE_BANCAIRE",visa,497743
497742,6,"VISA, CARTE_BANCAIRE",visa,497742
497741,6,"VISA, CARTE_BANCAIRE",visa,497741
497740,6,"VISA, CARTE_BANCAIRE",visa,497740
497738,6,"VISA, CARTE_BANCAIRE",visa,497738
497732,6,"VISA, CARTE_BANCAIRE",visa,497732
497731,6,"VISA, CARTE_BANCAIRE",visa,497731
497730,6,"VISA, CARTE_BANCAIRE",visa,497730
497729,6,"VISA, CARTE_BANCAIRE",visa,497729
497724,6,"VISA, CARTE_BANCAIRE",visa,497724
497723,6,"VISA, CARTE_BANCAIRE",visa,497723
497718,6,"VISA, CARTE_BANCAIRE",visa,497718
497717,6,"VISA, CARTE_BANCAIRE",visa,497717
497716,6,"VISA, CARTE_BANCAIRE",visa,497716
497715,6,"VISA, CARTE_BANCAIRE",visa,497715
497714,6,"VISA, CARTE_BANCAIRE",visa,497714
497706,6,"VISA, CARTE_BANCAIRE",visa,497706
497705,6,"VISA, CARTE_BANCAIRE",visa,497705
497697,6,"VISA, CARTE_BANCAIRE",visa,497697
497695,6,"VISA, CARTE_BANCAIRE",visa,497695
497692,6,"VISA, CARTE_BANCAIRE",visa,497692
497691,6,"VISA, CARTE_BANCAIRE",visa,497691
497688,6,"VISA, CARTE_BANCAIRE",visa,497688
497686,6,"VISA, CARTE_BANCAIRE",visa,497686
497685,6,"VISA, CARTE_BANCAIRE",visa,497685
497684,6,"VISA, CARTE_BANCAIRE",visa,497684
497683,6,"VISA, CARTE_BANCAIRE",visa,497683
497682,6,"VISA, CARTE_BANCAIRE",visa,497682
497677,6,"VISA, CARTE_BANCAIRE",visa,497677
497668,6,"VISA, CARTE_BANCAIRE",visa,497668
497665,6,"VISA, CARTE_BANCAIRE",visa,497665
497663,6,"VISA, CARTE_BANCAIRE",visa,497663
497661,6,"VISA, CARTE_BANCAIRE",visa,497661
497660,6,"VISA, CARTE_BANCAIRE",visa,497660
497659,6,"VISA, CARTE_BANCAIRE",visa,497659
497657,6,"VISA, CARTE_BANCAIRE",visa,497657
497656,6,"VISA, CARTE_BANCAIRE",visa,497656
497654,6,"VISA, CARTE_BANCAIRE",visa,497654
497646,6,"VISA, CARTE_BANCAIRE",visa,497646
497645,6,"VISA, CARTE_BANCAIRE",visa,497645
497640,6,"VISA, CARTE_BANCAIRE",visa,497640
497639,6,"VISA, CARTE_BANCAIRE",visa,497639
497636,6,"VISA, CARTE_BANCAIRE",visa,497636
497634,6,"VISA, CARTE_BANCAIRE",visa,497634
497633,6,"VISA, CARTE_BANCAIRE",visa,497633
497632,6,"VISA, CARTE_BANCAIRE",visa,497632
497628,6,"VISA, CARTE_BANCAIRE",visa,497628
497627,6,"VISA, CARTE_BANCAIRE",visa,497627
497626,6,"VISA, CARTE_BANCAIRE",visa,497626
497624,6,"VISA, CARTE_BANCAIRE",visa,497624
497623,6,"VISA, CARTE_BANCAIRE",visa,497623
497620,6,"VISA, CARTE_BANCAIRE",visa,497620
497619,6,"VISA, CARTE_BANCAIRE",visa,497619
497618,6,"VISA, CARTE_BANCAIRE",visa,497618
497617,6,"VISA, CARTE_BANCAIRE",visa,497617
497616,6,"VISA, CARTE_BANCAIRE",visa,497616
497614,6,"VISA, CARTE_BANCAIRE",visa,497614
497612,6,"VISA, CARTE_BANCAIRE",visa,497612
497611,6,"VISA, CARTE_BANCAIRE",visa,497611
497610,6,"VISA, CARTE_BANCAIRE",visa,497610
497608,6,"VISA, CARTE_BANCAIRE",visa,497608
497606,6,"VISA, CARTE_BANCAIRE",visa,497606
497604,6,"VISA, CARTE_BANCAIRE",visa,497604
497602,6,"VISA, CARTE_BANCAIRE",visa,497602
497594,6,"VISA, CARTE_BANCAIRE",visa,497594
497591,6,"VISA, CARTE_BANCAIRE",visa,497591
497590,6,"VISA, CARTE_BANCAIRE",visa,497590
497584,6,"VISA, CARTE_BANCAIRE",visa,497584
497577,6,"VISA, CARTE_BANCAIRE",visa,497577
497559,6,"VISA, CARTE_BANCAIRE",visa,497559
497550,6,"VISA, CARTE_BANCAIRE",visa,497550
497529,6,"VISA, CARTE_BANCAIRE",visa,497529
497525,6,"VISA, CARTE_BANCAIRE",visa,497525
497523,6,"VISA, CARTE_BANCAIRE",visa,497523
497510,6,CARTE_BANCAIRE,visa,497510
497508,6,"VISA, CARTE_BANCAIRE",visa,497508
497501,6,"VISA, CARTE_BANCAIRE",visa,497501
497500,6,"VISA, CARTE_BANCAIRE",visa,497500
497498,6,"VISA, CARTE_BANCAIRE",visa,497498
497496,6,"VISA, CARTE_BANCAIRE",visa,497496
497495,6,"VISA, CARTE_BANCAIRE",visa,497495
497492,6,"VISA, CARTE_BANCAIRE",visa,497492
497491,6,"VISA, CARTE_BANCAIRE",visa,497491
497490,6,"VISA, CARTE_BANCAIRE",visa,497490
497481,6,"VISA, CARTE_BANCAIRE",visa,497481
497477,6,"VISA, CARTE_BANCAIRE",visa,497477
497472,6,"VISA, CARTE_BANCAIRE",visa,497472
497471,6,"VISA, CARTE_BANCAIRE",visa,497471
497468,6,"VISA, CARTE_BANCAIRE",visa,497468
497465,6,"VISA, CARTE_BANCAIRE",visa,497465
497464,6,"VISA, CARTE_BANCAIRE",visa,497464
497456,6,"VISA, CARTE_BANCAIRE",visa,497456
497455,6,"VISA, CARTE_BANCAIRE",visa,497455
497452,6,"VISA, CARTE_BANCAIRE",visa,497452
497451,6,"VISA, CARTE_BANCAIRE",visa,497451
497450,6,"VISA, CARTE_BANCAIRE",visa,497450
497449,6,"VISA, CARTE_BANCAIRE",visa,497449
497416,6,"VISA, CARTE_BANCAIRE",visa,497416
497414,6,"VISA, CARTE_BANCAIRE",visa,497414
497413,6,"VISA, CARTE_BANCAIRE",visa,497413
497412,6,"VISA, CARTE_BANCAIRE",visa,497412
497411,6,"VISA, CARTE_BANCAIRE",visa,497411
497408,6,"VISA, CARTE_BANCAIRE",visa,497408
497407,6,"VISA, CARTE_BANCAIRE",visa,497407
497406,6,"VISA, CARTE_BANCAIRE",visa,497406
497405,6,"VISA, CARTE_BANCAIRE",visa,497405
497404,6,"VISA, CARTE_BANCAIRE",visa,497404
497403,6,"VISA, CARTE_BANCAIRE",visa,497403
497402,6,"VISA, CARTE_BANCAIRE",visa,497402
497401,6,"VISA, CARTE_BANCAIRE",visa,497401
497400,6,"VISA, CARTE_BANCAIRE",visa,497400
497396,6,"VISA, CARTE_BANCAIRE",visa,497396
497395,6,"VISA, CARTE_BANCAIRE",visa,497395
497394,6,"VISA, CARTE_BANCAIRE",visa,497394
497389,6,"VISA, CARTE_BANCAIRE",visa,497389
497388,6,"VISA, CARTE_BANCAIRE",visa,497388
497386,6,"VISA, CARTE_BANCAIRE",visa,497386
497383,6,"VISA, CARTE_BANCAIRE",visa,497383
497379,6,"VISA, CARTE_BANCAIRE",visa,497379
